text,label
Voy al supermercado a comprar.,NEUTRAL
Voy a salir a tomar un café sin prisa.,NEUTRAL
El clima está agradable hoy.,NEUTRAL
Hoy trabajaré desde casa.,NEUTRAL
Voy a leer un poco antes de dormir.,NEUTRAL
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Nada me hace feliz últimamente.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Nada me hace feliz últimamente.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Nada me hace feliz últimamente.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Nada me hace feliz últimamente.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Nada me hace feliz últimamente.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Nada me hace feliz últimamente.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Nada me hace feliz últimamente.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
Nada me hace feliz últimamente.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Nada me hace feliz últimamente.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
Siento que estoy fallando en todo.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
No tengo energía para hacer nada.,DEPRESIÓN
Siento que estoy decepcionando a todos.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Me siento atrapado en mis propios pensamientos oscuros.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
La vida no tiene sentido para mí ahora.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Me siento vacío y sin propósito.,DEPRESIÓN
Nada de lo que hago parece tener importancia.,DEPRESIÓN
No tengo ganas de hablar con nadie.,DEPRESIÓN
Me siento solo y desconectado de todos.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Es difícil ver algo positivo en mi vida.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
No encuentro motivación para nada.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
No veo un futuro brillante para mí.,DEPRESIÓN
Nada me hace feliz últimamente.,DEPRESIÓN
Me siento agotado y vacío por dentro.,DEPRESIÓN
Es como si estuviera atrapado en una niebla constante.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Es un esfuerzo levantarme de la cama cada día.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Todo parece oscuro y sin esperanza.,DEPRESIÓN
No tengo interés en las cosas que solía disfrutar.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Me siento triste y sin esperanzas.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
No quiero hacer nada solo estar solo.,DEPRESIÓN
Me siento exhausto emocionalmente.,DEPRESIÓN
Siento que estoy en un agujero sin salida.,DEPRESIÓN
Siento una tristeza profunda todo el tiempo.,DEPRESIÓN
Todo parece ser una lucha interminable.,DEPRESIÓN
Es difícil encontrar una razón para seguir adelante.,DEPRESIÓN
Me siento atrapado en mis pensamientos ansiosos.,ANSIEDAD
Siento como si estuviera bajo presión todo el tiempo.,ANSIEDAD
No puedo controlar mi ansiedad.,ANSIEDAD
